Date,Location,Rainfall_mm,WaterLevel_m,SoilMoisture_pct,Elevation_m,FloodOccurrence,Year
2016-12-02,Manila,5.1,0.5,15.2,5,0,2016
2016-12-02,Pasig,17.2,1.8,23.1,5,0,2016
2016-12-03,Quezon City,7.6,0.7,12.7,43,0,2016
2016-12-03,Marikina,16.5,1.1,20.8,15,0,2016
2016-12-03,Manila,3.9,0.5,11.9,5,0,2016
2016-12-03,Pasig,8.4,0.5,15.6,5,0,2016
2016-12-04,Quezon City,7.8,0.5,14.0,43,0,2016
2016-12-04,Marikina,21.1,1.0,16.7,15,0,2016
2016-12-04,Manila,10.5,2.4,8.9,5,0,2016
2016-12-04,Pasig,3.4,0.5,5.2,5,0,2016
2016-12-05,Quezon City,7.6,1.2,13.9,43,0,2016
2016-12-05,Marikina,9.9,0.5,20.2,15,0,2016
2016-12-05,Manila,6.2,0.5,14.2,5,0,2016
2016-12-05,Pasig,0.4,0.5,13.0,5,0,2016
2016-12-06,Quezon City,1.2,0.6,8.5,43,0,2016
2016-12-06,Marikina,13.0,0.8,14.8,15,0,2016
2016-12-06,Manila,9.3,0.5,18.5,5,0,2016
2016-12-06,Pasig,19.1,2.0,14.4,5,0,2016
2016-12-07,Quezon City,9.0,1.7,9.1,43,0,2016
2016-12-07,Marikina,6.0,0.5,14.5,15,0,2016
2016-12-07,Manila,5.4,0.5,6.7,5,0,2016
2016-12-07,Pasig,10.7,0.5,30.0,5,0,2016
2016-12-08,Quezon City,5.9,1.1,15.0,43,0,2016
2016-12-08,Marikina,26.7,2.4,18.1,15,0,2016
2016-12-08,Manila,10.5,1.7,25.6,5,0,2016
2016-12-08,Pasig,6.7,0.5,12.8,5,0,2016
2016-12-09,Quezon City,14.2,1.1,20.4,43,0,2016
2016-12-09,Marikina,12.1,1.6,20.1,15,0,2016
2016-12-09,Manila,3.5,0.5,9.1,5,0,2016
2016-12-09,Pasig,5.5,0.5,10.7,5,0,2016
2016-12-10,Quezon City,1.6,0.6,20.9,43,0,2016
2016-12-10,Marikina,10.3,0.5,21.1,15,0,2016
2016-12-10,Manila,17.6,2.1,16.1,5,0,2016
2016-12-10,Pasig,16.3,4.2,24.6,5,0,2016
2016-12-11,Quezon City,2.7,1.4,14.8,43,0,2016
2016-12-11,Marikina,3.1,0.5,5.0,15,0,2016
2016-12-11,Manila,4.3,1.1,12.5,5,0,2016
2016-12-11,Pasig,3.1,0.7,19.6,5,0,2016
2016-12-12,Quezon City,2.7,0.9,18.2,43,0,2016
2016-12-12,Marikina,1.4,0.5,5.0,15,0,2016
2016-12-12,Manila,20.1,4.0,19.2,5,0,2016
2016-12-12,Pasig,12.5,0.9,15.2,5,0,2016
2016-12-13,Quezon City,15.2,0.7,20.4,43,0,2016
2016-12-13,Marikina,7.3,0.5,9.9,15,0,2016
2016-12-13,Manila,6.7,0.5,19.5,5,0,2016
2016-12-13,Pasig,4.8,0.5,5.0,5,0,2016
2016-12-14,Quezon City,7.1,1.4,16.3,43,0,2016
2016-12-14,Marikina,8.9,1.1,19.9,15,0,2016
2016-12-14,Manila,9.7,0.5,14.8,5,0,2016
2016-12-14,Pasig,4.6,0.5,9.6,5,0,2016
2016-12-15,Quezon City,10.1,0.5,21.0,43,0,2016
2016-12-15,Marikina,3.5,0.5,9.2,15,0,2016
2016-12-15,Manila,6.3,1.0,17.0,5,0,2016
2016-12-15,Pasig,15.7,1.0,9.3,5,0,2016
2016-12-16,Quezon City,6.4,0.5,21.6,43,0,2016
2016-12-16,Marikina,5.6,0.6,5.0,15,0,2016
2016-12-16,Manila,13.0,1.7,18.4,5,0,2016
2016-12-16,Pasig,10.8,2.0,12.7,5,0,2016
2016-12-17,Quezon City,1.6,0.5,6.3,43,0,2016
2016-12-17,Marikina,6.6,0.5,12.3,15,0,2016
2016-12-17,Manila,20.6,0.5,18.8,5,0,2016
2016-12-17,Pasig,4.1,0.5,6.6,5,0,2016
2016-12-18,Quezon City,11.4,1.6,19.4,43,0,2016
2016-12-18,Marikina,8.5,0.5,17.3,15,0,2016
2016-12-18,Manila,5.1,1.2,9.5,5,0,2016
2016-12-18,Pasig,7.4,0.8,17.9,5,0,2016
2016-12-19,Quezon City,20.4,1.7,12.6,43,0,2016
2016-12-19,Marikina,2.4,0.5,7.7,15,0,2016
2016-12-19,Manila,9.0,2.0,15.2,5,0,2016
2016-12-19,Pasig,2.0,0.9,12.2,5,0,2016
2016-12-20,Quezon City,1.1,0.5,12.1,43,0,2016
2016-12-20,Marikina,2.6,0.5,7.0,15,0,2016
2016-12-20,Manila,1.8,0.5,16.7,5,0,2016
2016-12-20,Pasig,6.6,1.5,9.5,5,0,2016
2016-12-21,Quezon City,4.5,1.1,15.5,43,0,2016
2016-12-21,Marikina,8.0,0.5,11.1,15,0,2016
2016-12-21,Manila,8.6,0.7,8.3,5,0,2016
2016-12-21,Pasig,4.3,0.5,5.0,5,0,2016
2016-12-22,Quezon City,14.6,0.8,20.7,43,0,2016
2016-12-22,Marikina,8.0,0.5,19.9,15,0,2016
2016-12-22,Manila,3.6,0.5,15.6,5,0,2016
2016-12-22,Pasig,2.3,2.2,20.0,5,0,2016
2016-12-23,Quezon City,18.1,0.7,27.6,43,0,2016
2016-12-23,Marikina,16.4,1.5,25.2,15,0,2016
2016-12-23,Manila,3.9,1.0,11.8,5,0,2016
2016-12-23,Pasig,17.5,2.7,15.0,5,0,2016
2016-12-24,Quezon City,5.1,0.6,10.9,43,0,2016
2016-12-24,Marikina,22.4,2.7,23.1,15,0,2016
2016-12-24,Manila,6.6,2.3,12.5,5,0,2016
2016-12-24,Pasig,7.2,1.3,13.5,5,0,2016
2016-12-25,Quezon City,0.8,0.5,10.8,43,0,2016
2016-12-25,Marikina,14.1,1.0,13.5,15,0,2016
2016-12-25,Manila,6.0,0.5,18.1,5,0,2016
2016-12-25,Pasig,7.5,0.5,13.1,5,0,2016
2016-12-26,Quezon City,0.7,0.6,18.3,43,0,2016
2016-12-26,Marikina,13.0,0.5,17.3,15,0,2016
2016-12-26,Manila,5.6,0.5,17.0,5,0,2016
2016-12-26,Pasig,7.7,0.6,12.7,5,0,2016
2016-12-27,Quezon City,9.2,0.7,18.2,43,0,2016
2016-12-27,Marikina,13.5,2.0,19.3,15,0,2016
2016-12-27,Manila,2.6,0.5,5.0,5,0,2016
2016-12-27,Pasig,4.2,0.5,7.8,5,0,2016
2016-12-28,Quezon City,17.8,1.6,19.0,43,0,2016
2016-12-28,Marikina,4.8,0.7,19.0,15,0,2016
2016-12-28,Manila,7.3,0.7,26.2,5,0,2016
2016-12-28,Pasig,9.1,1.9,8.4,5,0,2016
2016-12-29,Quezon City,24.7,2.0,30.7,43,0,2016
2016-12-29,Marikina,14.0,1.9,27.2,15,0,2016
2016-12-29,Manila,5.5,2.0,19.4,5,0,2016
2016-12-29,Pasig,4.4,0.5,11.9,5,0,2016
2016-12-30,Quezon City,8.8,0.5,19.6,43,0,2016
2016-12-30,Marikina,0.1,0.8,6.9,15,0,2016
2016-12-30,Manila,8.5,0.5,17.7,5,0,2016
2016-12-30,Pasig,10.7,0.5,15.3,5,0,2016
2016-12-31,Quezon City,6.3,2.6,11.3,43,0,2016
2016-12-31,Marikina,3.1,0.5,5.0,15,0,2016
2016-12-31,Manila,27.6,1.9,28.9,5,0,2016
2016-12-31,Pasig,18.9,0.5,16.2,5,0,2016
